Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Brajan Gruda,de GER,"MF,FW",Brighton,eng Premier League,20,0.13,0.53,2,0.9998527076136617
Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26,0.46,0.08,2,0.9999999999036797
Gonçalo Guedes,pt POR,"MF,FW",Wolves,eng Premier League,27,0.18,0.36,2,0.9999774002225095
Evann Guessand,ci CIV,"FW,MF",Nice,fr Ligue 1,23,0.42,0.28,2,0.9999999999998299
Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,de Bundesliga,26,0.3,0.1,2,0.9999999982412806
Arda Güler,tr TUR,"MF,FW",Real Madrid,es La Liga,19,0.22,0.29,2,0.9999999999999994
Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,27,0.34,0.1,2,0.9999999349126399
Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,25,0.17,0.29,2,0.9999999999928963
Antoine Hainaut,fr FRA,"DF,FW",Parma,it Serie A,22,0.15,0.0,2,0.9999999999999494
Phil Harres,de GER,FW,Holstein Kiel,de Bundesliga,22,0.47,0.06,2,0.9999999925867549
Jack Harrison,eng ENG,FW,Everton,eng Premier League,27,0.04,0.0,2,1.0
Kai Havertz,de GER,"FW,MF",Arsenal,eng Premier League,25,0.43,0.14,2,0.999999999935163
Luis Henrique,br BRA,"DF,FW",Marseille,fr Ligue 1,22,0.24,0.24,2,1.0
Adam Hložek,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,22,0.38,0.19,2,0.9999999999998019
Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,31,0.12,0.12,2,0.9999999999988045
Rasmus Højlund,dk DEN,FW,Manchester Utd,eng Premier League,21,0.18,0.0,2,0.9999999972478859
Gerrit Holtmann,ph PHI,"DF,FW",Bochum,de Bundesliga,29,0.16,0.08,2,1.0
Franck Honorat,fr FRA,FW,Gladbach,de Bundesliga,27,0.25,0.44,2,1.0
Mathias Honsak,at AUT,"FW,DF",Heidenheim,de Bundesliga,27,0.38,0.08,2,0.9999999999999929
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,23,0.2,0.08,2,0.9999999999999938
Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,eng Premier League,20,0.1,0.07,2,1.0
Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,31,0.51,0.14,2,0.9999999984876471
Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,23,0.16,0.08,2,1.0
Junya Ito,jp JPN,"FW,MF",Reims,fr Ligue 1,31,0.13,0.1,2,1.0
Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,28,0.27,0.18,2,0.9999999999338751
Adnan Januzaj,be BEL,"MF,FW",Las Palmas,es La Liga,29,0.3,0.15,2,0.9999998983771458
